product_code,product_name,category_name,type_name,description,brand_name,unit_type,purchase_cost,sell_price
"0004725","Borkha","Borkha","Borkha",\N,\N,"Piece","630","1008"
"0005020","Borkha","Borkha","Borkha",\N,\N,"Piece","1400","1950"
"0005021","Borkha","Borkha","Borkha",\N,\N,"Piece","1000","1400"
"0005022","Borkha","Borkha","Borkha",\N,\N,"Piece","1000","1680"
"0005127","Borkha","Borkha","Borkha",\N,\N,"Piece","1600","2660"
"0005391","Borkha","Borkha","Borkha",\N,\N,"Piece","950","1330"
"0005558","Borkha","Borkha","Borkha",\N,\N,"Piece","1000","1600"
"0005559","Borkha","Borkha","Borkha",\N,\N,"Piece","1700","2380"
"0005560","Borkha","Borkha","Borkha",\N,\N,"Piece","1500","2250"
"0005561","borkha","Borkha","Borkha",\N,\N,"Piece","2000","2800"
"0005562","Borkha","Borkha","Borkha",\N,\N,"Piece","1200","1740"
"0005563","Borkha","Borkha","Borkha",\N,\N,"Piece","1000","1500"
"0005564","Borkha","Borkha","Borkha",\N,\N,"Piece","1900","2660"
"0005565","Borkha","Borkha","Borkha",\N,\N,"Piece","1300","1950"
"0005577","Borkha","Borkha","Borkha",\N,\N,"Piece","1200","1800"
"0005654","Borkha","Borkha","Borkha",\N,\N,\N,"1300","1950"
"0005695","Borkha","Borkha","Borkha",\N,\N,"Piece","1400","2100"
"0005770","Borkha","Borkha","Borkha",\N,\N,"Piece","900","1260"
"0005771","Borkha","Borkha","Borkha",\N,\N,"Piece","1400","2175"
"0005772","Borkha","Borkha","Borkha",\N,\N,\N,"1100","1650"
"0005785","Borkha","Borkha","Borkha",\N,\N,"Piece","1400","1960"
"0005786","Borkha","Borkha","Borkha",\N,\N,"Piece","2300","3000"
"0005787","Borkha","Borkha","Borkha",\N,\N,"Piece","1700","2350"
"0005788","Borkha","Borkha","Borkha",\N,\N,"Piece","1800","2520"
"0005789","Borkha","Borkha","Borkha",\N,\N,"Piece","2000","2700"
"0005790","Borkha","Borkha","Borkha",\N,\N,"Piece","1050","1520"
"0005791","Borkha","Borkha","Borkha",\N,\N,"Piece","700","1015"
"0005792","Borkha","Borkha","Borkha",\N,\N,"Piece","800","1160"
"0005793","Borkha","Borkha","Borkha",\N,\N,"Piece","950","1360"
"0005794","Borkha","Borkha","Borkha",\N,\N,"Piece","750","1080"
"0005795","Borkha","Borkha","Borkha",\N,\N,"Piece","650","950"
"0005796","Borkha","Borkha","Borkha",\N,\N,"Piece","580","900"
"0005797","Borkha","Borkha","Borkha",\N,\N,"Piece","500","800"
"0005798","Borkha","Borkha","Borkha",\N,\N,"Piece","600","960"
"0005799","Borkha","Borkha","Borkha",\N,\N,"Piece","750","1090"
"0005800","Borkha","Borkha","Borkha",\N,\N,"Piece","1000","1450"
"0005802","Borkha","Borkha","Borkha",\N,\N,"Piece","1200","1800"
"0005803","Borkha","Borkha","Borkha",\N,\N,"Piece","1150","1690"
"0005804","Borkha","Borkha","Borkha",\N,\N,"Piece","650","1000"
"0005805","Borkha","Borkha","Borkha",\N,\N,"Piece","700","1050"
"0005806","Borkha","Borkha","Borkha",\N,\N,"Piece","850","1230"
"0005807","Borkha","Borkha","Borkha",\N,\N,"Piece","380","855"
"0005808","Borkha","Borkha","Borkha",\N,\N,"Piece","550","850"
"0005809","Borkha","Borkha","Borkha",\N,\N,"Piece","500","800"
"0005810","Borkha","Borkha","Borkha",\N,\N,"Piece","2000","2800"
"0005811","Borkha","Borkha","Borkha",\N,\N,"Piece","1800","2700"
"0005813","Borkha","Borkha","Borkha",\N,\N,"Piece","1400","2030"
"0005815","Borkha","Borkha","Borkha",\N,\N,\N,"1000","1500"
"0006130","Borkha","Borkha","Borkha",\N,\N,"Piece","1800","2520"
"0006145","Borkha","Borkha","Borkha",\N,\N,"Piece","950","1425"
"0006210","Dabal aaveya Borkha","Borkha","Borkha",\N,\N,"Piece","1200","1740"
