product_code,product_name,category_name,type_name,description,brand_name,unit_type,purchase_cost,sell_price
"0001281","Superlor Car","Toy","Toy",\N,\N,"Piece","1050","1680"
"0001282","Fruit Flash Topp","Toy","Toy",\N,\N,"Piece","75","150"
"0001283","Funny Duck","Toy","Toy",\N,\N,"Piece","320","480"
"0001284","High Wind Racing","Toy","Toy",\N,\N,"Piece","160","280"
"0001285","Racing Sport","Toy","Toy",\N,\N,"Piece","250","375"
"0001286","Birthday Cake","Toy","Toy",\N,\N,"Piece","600","960"
"0001287","Shocked Bubble Gum","Toy","Toy",\N,\N,"Piece","37.5","60"
"0001288","Transform Car","Toy","Toy",\N,\N,"Piece","494","840.79"
"0001633","X-Cops Heroes","Toy","Toy",\N,\N,"Piece","290","435"
"0001634","D M Lay Egg ","Toy","Toy",\N,\N,"Piece","350","560"
"0001635","Fun Swan","Toy","Toy",\N,\N,"Piece","400","640"
"0003027","R/C Model Car","Toy","Toy",\N,\N,"Piece","1100","1760"
"0001714","Ice Cream Set","Toy","Toy",\N,\N,"Piece","470","750"
"0001715","Locomotive Train","Toy","Toy",\N,\N,"Piece","320","528"
"0001716","Road Truck","Toy","Toy",\N,\N,"Piece","450","675"
"0001717","Laptop Education Game","Toy","Toy",\N,\N,"Piece","260","416"
"0001718","Radio Control Motorcycle","Toy","Toy",\N,\N,"Piece","750","1125"
"0001783","Magic Sylet Box","Toy","Toy",\N,\N,"Piece","210","335"
"0001784","MK Speed Car","Toy","Toy",\N,\N,"Piece","160","240"
"0001785","Die Cast Speed Car","Toy","Toy",\N,\N,"Piece","220","330"
"0001786","3d Stunt Car","Toy","Toy",\N,\N,"Piece","800","1240"
"0001787","Building Blocks","Toy","Toy",\N,\N,"Piece","95","140"
"0001788","Cross Country","Toy","Toy",\N,\N,"Piece","1100","1760"
"0001789","Funny Turtle","Toy","Toy",\N,\N,"Piece","380","570"
"0001790","5 Rounds Stunt Car","Toy","Toy",\N,\N,"Piece","1600","2560"
"0001791","King Strret Car","Toy","Toy",\N,\N,"Piece","250","375"
"0001792","Winner Super Car","Toy","Toy",\N,\N,"Piece","180","288"
"0001793","Helicopter","Toy","Toy",\N,\N,"Piece","1340","2150"
"0001794","Building Blocks","Toy","Toy",\N,\N,"Piece","200","320"
"0001795","Building Blocks","Toy","Toy",\N,\N,"Piece","270","430"
"0001796","Captain America Car","Toy","Toy",\N,\N,"Piece","750","1200"
"0001797","Building Blocks","Toy","Toy",\N,\N,"Piece","295","470"
"0001850","Fighter Plane","Toy","Toy",\N,\N,"Piece","300","480"
"0001851","Fresh Bread","Toy","Toy",\N,\N,"Piece","315","490"
"0001852","Racing Speed Car","Toy","Toy",\N,\N,"Piece","220","330"
"0001853","Wall Climber","Toy","Toy",\N,\N,"Piece","990","1485"
"0001854","Super Police Car","Toy","Toy",\N,\N,"Piece","300","480"
"0001855","Building Blocks","Toy","Toy",\N,\N,"Piece","440","690"
"0001856","Fighter F35 Plane","Toy","Toy",\N,\N,"Piece","650","1040"
"0001857","Angry Birds Beblade","Toy","Toy",\N,\N,"Piece","80","130"
"0001858","Learning Piano","Toy","Toy",\N,\N,"Piece","1050","1680"
"0001859","Metal Fighter Robot","Toy","Toy",\N,\N,"Piece","540","865"
"0001860","Hercules","Toy","Toy",\N,\N,"Piece","460","730"
"0001861","Super Racing Car","Toy","Toy",\N,\N,"Piece","1500","2400"
"0001862","Hercules S","Toy","Toy",\N,\N,"Piece","370","460"
"0001863","Aeroplane","Toy","Toy",\N,\N,"Piece","420","630"
"0001864","Limit Fishing","Toy","Toy",\N,\N,"Piece","150","225"
"0001865","Mobile Phone","Toy","Toy",\N,\N,"Piece","40","65"
"0001866","Guiter","Toy","Toy",\N,\N,"Piece","360","570"
"0001867","Classical Train Sereis","Toy","Toy",\N,\N,"Piece","580","870"
"0001868","Top Speed Car","Toy","Toy",\N,\N,"Piece","1350","2160"
"0003026","Absolute Car","Toy","Toy",\N,\N,"Piece","630","980"
"0001918","Storm jeep","Toy","Toy",\N,\N,"Piece","300","465"
"0001919","Police Car","Toy","Toy",\N,\N,"Piece","310","465"
"0001920","Guiter","Toy","Toy",\N,\N,"Piece","110","170"
"0001921","Police Top Speed","Toy","Toy",\N,\N,"Piece","630","945"
"0001922","R/C Racing Car","Toy","Toy",\N,\N,"Piece","470","705"
"0001923","Baby Car","Toy","Toy",\N,\N,"Piece","240","360"
"0001924","Gangnam Style","Toy","Toy",\N,\N,"Piece","290","435"
"0001925","Funny Car","Toy","Toy",\N,\N,"Piece","360","540"
"0001926","Spider Man 2 Car","Toy","Toy",\N,\N,"Piece","230","368"
"0001927","Super Car","Toy","Toy",\N,\N,"Piece","330","495"
"0001928","3D Fishing","Toy","Toy",\N,\N,"Piece","280","448"
"0001929","Swift Helicopter","Toy","Toy",\N,\N,"Piece","1200","1920"
"0001931","Air Bus","Toy","Toy",\N,\N,"Piece","280","450"
"0001935","3D Air Bus","Toy","Toy",\N,\N,"Piece","260","420"
"0001937","Winner Car","Toy","Toy",\N,\N,"Piece","190","250.04"
"0001938","Fishing Games","Toy","Toy",\N,\N,"Piece","250","450"
"0001939","Super Car","Toy","Toy",\N,\N,"Piece","230","368"
"0001940","Police Car","Toy","Toy",\N,\N,"Piece","120","192"
"0001941","3D  Speed Car","Toy","Toy",\N,\N,"Piece","290","464"
"0001942","Kings Car","Toy","Toy",\N,\N,"Piece","120","192"
"0001943","High Speed Car","Toy","Toy",\N,\N,"Piece","130","208"
"0001944","Police Super ","Toy","Toy",\N,\N,"Piece","160","256"
"0001945","3D  Speed Car","Toy","Toy",\N,\N,"Piece","250","425"
"0001946","Doll House","Toy","Toy",\N,\N,"Piece","525","840"
"6903284351001","Classic Cars","Toy","Toy",\N,\N,"Piece","115","184"
"0001948","Truck","Toy","Toy",\N,\N,"Piece","100","160"
"0001949","New Style Car","Toy","Toy",\N,\N,"Piece","60","108"
"0001950","Cross Country","Toy","Toy",\N,\N,"Piece","65","104"
"078257574025","Intex Baby Bath","Toy","Toy",\N,\N,"Piece","300","480"
"078257589241","Intex Baby Bath B","Toy","Toy",\N,\N,"Piece","400","640"
"0001953","Flashing Ball","Toy","Toy",\N,\N,"Piece","35","80.5"
"0001954","Stunt Car","Toy","Toy",\N,\N,"Piece","65","100"
"0001955","Crazy Challenger","Toy","Toy",\N,\N,"Piece","210","336"
"0001956","Speed King Car","Toy","Toy",\N,\N,"Piece","280","448"
"0001957","Electronic Organ","Toy","Toy",\N,\N,"Piece","540","865"
"0001958","Speed Car","Toy","Toy",\N,\N,"Piece","630","980"
"0001959","Train Set","Toy","Toy",\N,\N,"Piece","890","1425"
"0001960","Sport Car","Toy","Toy",\N,\N,"Piece","1680","2016"
"0001961","Super Racing Car","Toy","Toy",\N,\N,"Piece","1550","2480"
"0001962","Fruit Play Set","Toy","Toy",\N,\N,"Piece","280","420"
"0001969","Famous Car Gens","Toy","Toy",\N,\N,"Piece","10","20"
"0002005","Police Car","Toy","Toy",\N,\N,"Piece","230","368"
"0002006","Wild Pursuit Car","Toy","Toy",\N,\N,"Piece","750","1350"
"0002007","Hello Kitty","Toy","Toy",\N,\N,"Piece","420","720"
"0002008","Doremon Stunt Car","Toy","Toy",\N,\N,"Piece","735","1175"
"0002009","Super Police","Toy","Toy",\N,\N,"Piece","170","272"
"0002010","Crazy Challenger","Toy","Toy",\N,\N,"Piece","220","352"
"0002011","987 Car","Toy","Toy",\N,\N,"Piece","230","370"
"0002012","Funswan 3","Toy","Toy",\N,\N,"Piece","400","640"
"0002013","Police Wagon","Toy","Toy",\N,\N,"Piece","120","192"
"0002014","Speed Go Car","Toy","Toy",\N,\N,"Piece","650","1040"
"0002015","3D Car","Toy","Toy",\N,\N,"Piece","448","448"
"0002016","Happy Ferris Wheel","Toy","Toy",\N,\N,"Piece","580","928"
"0002017","Doll House","Toy","Toy",\N,\N,"Piece","525","840"
"0002018","Radio Race Car","Toy","Toy",\N,\N,"Piece","890","1424"
"0002019","Fast Racing Car","Toy","Toy",\N,\N,"Piece","900","900"
"0002020","Fanatic Racing Car","Toy","Toy",\N,\N,"Piece","340","510"
"0002021","Funny Train","Toy","Toy",\N,\N,"Piece","700","1120"
"0002022","XF Racing Car","Toy","Toy",\N,\N,"Piece","390","630"
"0002023","Air Bus","Toy","Toy",\N,\N,"Piece","550","880"
"0002024","Grand Auto Bus","Toy","Toy",\N,\N,"Piece","160","256"
"0002025","Elephant","Toy","Toy",\N,\N,"Piece","330","528"
"6947731000227","Hot Wheels Car","Toy","Toy",\N,\N,"Piece","100","150"
"0002027","Doll House","Toy","Toy",\N,\N,"Piece","600","960"
"0002028","Tricycle","Toy","Toy",\N,\N,"Piece","540","865"
"0002029","Dream Carrige","Toy","Toy",\N,\N,"Piece","540","865"
"0002030","Happy Bus","Toy","Toy",\N,\N,"Piece","260","416"
"0002031","Racing Car","Toy","Toy",\N,\N,"Piece","320","515"
"0002032","R8 Super Car","Toy","Toy",\N,\N,"Piece","230","368"
"0002033","XF Racing Car","Toy","Toy",\N,\N,"Piece","380","630"
"0002034","Famous Car","Toy","Toy",\N,\N,"Piece","735","1180"
"0002035","Pioneer Auti Car","Toy","Toy",\N,\N,"Piece","280","448"
"0002036","Power Truck","Toy","Toy",\N,\N,"Piece","420","672"
"0002037","Top Public Bus","Toy","Toy",\N,\N,"Piece","410","650"
"0002128","Model Car","Toy","Toy",\N,\N,"Piece","620","960"
"0002129","Police Series","Toy","Toy",\N,\N,"Piece","290","464"
"0002130","Crazy CHARIOT","Toy","Toy",\N,\N,"Piece","210","336"
"0002131","Flashing Ball","Toy","Toy",\N,\N,"Piece","38","60"
"0002132","Spider man Car","Toy","Toy",\N,\N,"Piece","240","390"
"0002133","Wall Climber","Toy","Toy",\N,\N,"Piece","1100","1650"
"0002134","Angry Birds","Toy","Toy",\N,\N,"Piece","190","323"
"0002135","Police Car","Toy","Toy",\N,\N,"Piece","290","465"
"0002136","Sport Car","Toy","Toy",\N,\N,"Piece","580","928"
"0002137","Police Top Sport","Toy","Toy",\N,\N,"Piece","630","945"
"0002138","Classic Train","Toy","Toy",\N,\N,"Piece","1020","1630"
"0002139","Deformation Car","Toy","Toy",\N,\N,"Piece","1650","2310"
"0002140","Doraemon Car","Toy","Toy",\N,\N,"Piece","470","705"
"0002141","Super Toy Car","Toy","Toy",\N,\N,"Piece","130","195"
"0002142","Mini Cartoon Car","Toy","Toy",\N,\N,"Piece","160","240"
"0002143","Happy Monkey Wheeler","Toy","Toy",\N,\N,"Piece","160","240"
"0002144","Little Turtle","Toy","Toy",\N,\N,"Piece","40","60"
"0002145","Police Car","Toy","Toy",\N,\N,"Piece","680","1020"
"0002146","Air Planes","Toy","Toy",\N,\N,"Piece","290","435"
"0002147","Bubble Ice Cream Car","Toy","Toy",\N,\N,"Piece","420","630"
"0002148","Ben 10 Car","Toy","Toy",\N,\N,"Piece","440","690"
"0002149","Sport Car","Toy","Toy",\N,\N,"Piece","290","465"
"0002150","Doraemon Car","Toy","Toy",\N,\N,"Piece","230","345"
"0002151","Swing Parrot","Toy","Toy",\N,\N,"Piece","290","435"
"0002152","Stunt Car","Toy","Toy",\N,\N,"Piece","675","1080"
"0002153","crocodile","Toy","Toy",\N,\N,"Piece","24","39.6"
"0002154","crocodile car","Toy","Toy",\N,\N,"Piece","284","284"
"0002155","crazy car","Toy","Toy",\N,\N,\N,"230","345"
"0002156","Gangnam car","Toy","Toy",\N,\N,"Piece","230","345"
"0002157","CartoonCar","Toy","Toy",\N,\N,"Piece","200","390"
"0002158","Funny Train","Toy","Toy",\N,\N,"Piece","450","720"
"0002159","Cars","Toy","Toy",\N,\N,"Piece","90","135"
