S555555033,Treseme Shampoo,SHAMPOO,,,TRESEMME,480ml,350,550,1
S555555042,Treseme Shampoo,SHAMPOO,,,TRESEMME,340ml,325,420,2
S555555050,Treseme Shampoo,SHAMPOO,,,TRESEMME,480ml,430,600,1
SA G S113,Treseme Shampoo 480,SHAMPOO,,,TRESEMME,480ml,450,600,1
SA G S115,Treseme Shampoo 828,SHAMPOO,,,TRESEMME,828 ml,590,800,2
SA G S117,Treseme Shampoo 739,SHAMPOO,,,TRESEMME,739ml,580,800,2
SA G S119,Treseme Shampoo 900,SHAMPOO,,,TRESEMME,900ml,600,850,2
SA G S121,Treseme Shampoo 340,SHAMPOO,,,TRESEMME,340ml,340,450,2
SA G S135,Treseme Shampoo 500,SHAMPOO,,,TRESEMME,500ml,440,600,2
HA G S199,Treseme Hair &scalp,Hair  Care ,,,TRESEMME,150ml,400,550,1
S9164,Treseme Shampoo 946,SHAMPOO,,,TRESEMME, 946ml,700,1000,1
c9166,Treseme Conditioner480,Conditionar,,,TRESEMME,480ml,420,600,2
S9167,Treseme Shampoo 739,SHAMPOO,,,TRESEMME,739ml,580,800,1
S9184,Treseme Shampoo,SHAMPOO,,,TRESEMME,340ml,290,400,2
S9190,Treseme Shampoo 480,SHAMPOO,,,TRESEMME,480ml,380,600,2
S9209,Treseme Shampoo 500,SHAMPOO,,,TRESEMME,500ml,420,600,2
S14031,Treseme Shampoo 946,SHAMPOO,,,TRESEMME,946ml,600,850,2
S14046,Treseme Shampoo500,SHAMPOO,,,TRESEMME,500ml,420,600,2
S555555058,Treseme Shampoo 946,SHAMPOO,,,TRESEMME,946ml,700,950,2
S555555060,Treseme Shampoo 946,SHAMPOO,,,TRESEMME, 946ml,710,1000,2
S555555066,Treseme Shampoo 900,SHAMPOO,,,TRESEMME,900ml,660,900,1
S9329,Treseme Shampoo 900,SHAMPOO,,,TRESEMME,900ml,630,800,2
c9331,Treseme Conditioner,Conditionar,,,TRESEMME,500ml,420,600,2
S555555070,Treseme Shampoo 946,SHAMPOO,,,TRESEMME,946ml,680,800,2
S555555073,Treseme Shampoo,SHAMPOO,,,TRESEMME,828 ml,600,800,2
S555555074,Treseme Shampoo,SHAMPOO,,,TRESEMME,739ml,580,800,2
S555555079,Treseme Shampoo 500ml,SHAMPOO,,,TRESEMME,500ml,430,600,2
c9374,Treseme Conditioner 828ml,Conditionar,,,TRESEMME,828 ml,590,800,2
c9394,Treseme Shampoo 500ml,Conditionar,,,TRESEMME,500ml,420,600,2
G9400,Tersemme Gel,Gel ,,,TRESEMME,pcs,460,600,2
S555555084,Tresemme Shampoo,SHAMPOO,,,TRESEMME,828 ml,580,800,2
c555555085,Tresemme Conditioner,Conditionar,,,TRESEMME, 946ml,680,850,1
S555555087,Tresemme Shampoo,SHAMPOO,,,TRESEMME,340ml,300,400,1
S555555089,Tresemme Shampoo,SHAMPOO,,,TRESEMME,739ml,580,800,1
S555555091,Tresemme Shampoo,SHAMPOO,,,TRESEMME,480ml,400,600,1
S9485,Tresemme Shampoo,SHAMPOO,,,TRESEMME,828 ml,570,800,1
c9486,Tresemme Shampoo 480ml,Conditionar,,,TRESEMME,480ml,410,580,1
c9492,Tresemme Conditioner,Conditionar,,,TRESEMME,500ml,400,600,1
c9579,Tresemme Conditioner,Conditionar,,,TRESEMME,946ml,700,1000,1
c9580,Tresemme Conditioner,Conditionar,,,TRESEMME,900ml,620,850,1
S112233001,Tresemme Shampoo,SHAMPOO,,,TRESEMME,pcs,580,800,1
S112233005,Tresemme Shampoo 828ml,SHAMPOO,,,TRESEMME,828 ml,580,800,1
S9637,Tresemme Shampoo 828ml,SHAMPOO,,,TRESEMME,pcs,580,800,1
S9640,Tresmme Shampoo 739ml,SHAMPOO,,,TRESEMME,pcs,580,800,1
c9643,Tresmme Conditioner,Conditionar,,,TRESEMME,pcs,400,600,1
S9652,Tresemme Shampoo,SHAMPOO,,,TRESEMME,pcs,420,600,1
S112233013,Tresemme Shampoo 828ml,SHAMPOO,,,TRESEMME,pcs,580,800,1
S112233015,Tresemme Shampoo 739ml,SHAMPOO,,,TRESEMME,pcs,580,800,2
c112233019,Tresemme Conditioner,Conditionar,,,TRESEMME,pcs,590,800,1
S112233020,Tresemme Shampoo 480ml,SHAMPOO,,,TRESEMME,pcs,385,600,2
S9677,Tresmme Shampoo 739ml,SHAMPOO,,,TRESEMME,pcs,580,800,1
S9678,Tresemme Shampoo 946ml,SHAMPOO,,,TRESEMME,pcs,600,850,1
S9679,Tresemme Shampoo 500ml,SHAMPOO,,,TRESEMME,pcs,390,600,1
S9680,Tresemme Shampoo 900ml,SHAMPOO,,,TRESEMME,pcs,600,850,1
S9681,Tresemme Shampoo 480ml,SHAMPOO,,,TRESEMME,pcs,390,580,1
S9682,Tresemme Shampoo 828 2in1,SHAMPOO,,,TRESEMME,pcs,600,800,1
S9687,Tresemme Shampoo 828 2in1,SHAMPOO,,,TRESEMME,pcs,600,800,1
c9690,Tresemme Conditioner 480ml,Conditionar,,,TRESEMME,pcs,420,600,1
S9745,Treseme Shampo anti breakage ,SHAMPOO,,,TRESEMME,pcs,570,800,1
S9746,Tresemme Shampoo expert,SHAMPOO,,,TRESEMME,pcs,290,580,1
S9008,Pert shampoo Conditionar 400ml,SHAMPOO,,,Pert Plus,pcs,380,500,1
S9025,Pert Plus Shampoo 750ml,SHAMPOO,,,Pert Plus,pcs,780,1000,3
S9063,Pert Shampoo Conditionar 400ml,SHAMPOO,,,Pert Plus,pcs,380,500,1
S9080,Pert Plus Shampoo 750ml,SHAMPOO,,,Pert Plus,pcs,780,1000,1
S555555061,Pert shampoo,SHAMPOO,,,Pert Plus,400ml,380,550,2
S9501,Pert 3 in 1,SHAMPOO,,,Pert Plus,400ml,370,500,1
c9015,sunsilk hairfall Conditionar 170ml,Conditionar,,,SUNSILK,pcs,210,300,4
S9047,Sunsilk Damage Shampoo 650ml,SHAMPOO,,,SUNSILK,pcs,490,700,2
c9070,sunsilk Hairfall conditioner 170ml,Conditionar,,,SUNSILK,pcs,210,300,1
S9101,Sunsilk Damage Shampoo 650ml,SHAMPOO,,,SUNSILK,pcs,490,700,2
S9130,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,420ml,460,550,2
SA G S027,Sunsilk Shampoo(650),SHAMPOO,,,SUNSILK,650ml,590,750,2
SA G S028,Sunsilk Shampoo(450),SHAMPOO,,,SUNSILK,450ml,450,550,2
SA G S029,Sunsilk Shampoo(320),SHAMPOO,,,SUNSILK,320ml,320,400,2
cA G S030,Sunsilk Conditioner,Conditionar,,,SUNSILK,320ml,335,450,2
cA G S031,Sunsilk Conditioner,Conditionar,,,SUNSILK,450ml,480,600,2
S555555041,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,450ml,420,550,6
S555555048,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,320ml,320,400,2
S555555055,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,450ml,440,550,2
S14011,Sunsilk Shampoo700,SHAMPOO,,,SUNSILK,700ml,550,750,2
S9153,Sunsilk Shampoo(320),SHAMPOO,,,SUNSILK,320ml,290,400,2
S9158,Sunsilk Shampoo 650,SHAMPOO,,,SUNSILK,650ml,550,750,1
c9159,Sunsilk Conditioner450,Conditionar,,,SUNSILK,450ml,450,600,2
S9160,Sunsilk Shampoo340,SHAMPOO,,,SUNSILK,340ml,270,400,2
c9214,Sunsilk Conditioner,Conditionar,,,SUNSILK,150ml,200,280,2
S14049,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,700ml,600,750,2
c555555063,Sunsilk Conditioner,Conditionar,,,SUNSILK,320ml,305,400,2
S9283,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,450ml,430,550,2
S9289,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,650ml,550,700,2
c9303,Sunsilk Conditioner,Conditionar,,,SUNSILK,320ml,320,400,2
c9358,Sunsilk Conditioner,Conditionar,,,SUNSILK,pcs,450,550,2
S555555071,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,650ml,570,800,2
S555555081,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,pcs,320,450,2
c555555082,Sunsilk Conditioner,Conditionar,,,SUNSILK,pcs,320,450,2
S9395,Sunsilk Shampoo 320ml,SHAMPOO,,,SUNSILK,320ml,290,400,2
c9444,Sunsilk Conditioner,Conditionar,,,SUNSILK,320ml,320,400,2
S9454,Sunsilk Shampoo 450ml,SHAMPOO,,,SUNSILK,pcs,420,550,2
c9459,Sunsilok Conditioner 450ml,Conditionar,,,SUNSILK,pcs,420,550,2
S9472,Sunsilk Shampoo 650mi,SHAMPOO,,,SUNSILK,650ml,550,750,1
S9498,Sunsilk Shampoo 450ml,SHAMPOO,,,SUNSILK,450ml,410,550,2
S9506,Sunsilk Shampoo 320ml,SHAMPOO,,,SUNSILK,320ml,280,400,1
c9545,Sunsilk Conditioner,Conditionar,,,SUNSILK,pcs,200,280,1
S112233002,Sunsilk Shampoo 700ml,SHAMPOO,,,SUNSILK,700ml,590,750,1
S112233006,Sunsilk Shampoo 650ml,SHAMPOO,,,SUNSILK,650ml,570,750,1
S9621,Sunsilk Shampoo 650ml,SHAMPOO,,,SUNSILK,pcs,550,800,1
c9645,Sunsilk Conditioner,Conditionar,,,SUNSILK,pcs,320,400,1
S9646,Sunsilk Shampoo,SHAMPOO,,,SUNSILK,pcs,270,400,1
S112233016,Sunsilk Shampoo 650ml,SHAMPOO,,,SUNSILK,pcs,570,750,1
S112233017,Sunsilk Shampoo 320ml,SHAMPOO,,,SUNSILK,pcs,300,400,1
c112233022,Sunsilk Conditioner 320ml,Conditionar,,,SUNSILK,pcs,320,400,1
S9684,Sunsilk Shampoo 320ml,SHAMPOO,,,SUNSILK,pcs,280,400,1
c9688,Sunsilk Conditioner 320ml,Conditionar,,,SUNSILK,pcs,300,400,1
S9706,Sunsilk Shampoo 650ml,SHAMPOO,,,SUNSILK,pcs,540,750,1
So9016,Palmolive Soap 175g,SOAP,,,Palmolive,pcs,75,110,4
So9071,Palmolive Soap 175ml,SOAP,,,Palmolive,pcs,75,110,4
So9134,palmolive SOAP,SOAP,,,Palmolive,pcs,90,120,2
SA G S062,palmolive Shampo350,SHAMPOO,,,Palmolive,350ml,320,420,2
S GA G S114,palmolive Shower Gel,Shower Gel,,,Palmolive,750ml,460,600,2
So9244,palmolive SOAP,SOAP,,,Palmolive,pcs,90,120,2
So14059,palmolive SOAP,SOAP,,,Palmolive,pcs,80,110,2
S G9316,Palmolive Shower Gel,Shower Gel,,,Palmolive,pcs,450,600,2
S G9343,palmolive Shower Gel,Shower Gel,,,Palmolive,pcs,230,280,2
S G9365,palmolive Shower Gel,Shower Gel,,,Palmolive,750ml,460,600,2
So9633,PAlmolive Soap,SOAP,,,Palmolive,pcs,90,110,1
CR9018,ponds white Beauti 35ml,CREAM,,,ponds,pcs,160,250,4
CR9073,ponds white Beauti 35ml,CREAM,,,ponds,pcs,160,250,4
CR9114,PONDS AGE MIRACLE,CREAM,,,ponds,100g,330,450,2
COS9020,Neutrogena Sun Block,COSMETIC,,,NEUTROGENA ,pcs,650,900,3
S B9075,Neutrogena Sun Block 88ml,SUN BLOCK,,,NEUTROGENA ,pcs,650,900,1
S B14005,Neutrogena Ultra sheer ,SUN BLOCK,,,NEUTROGENA ,88ml,700,950,4
CR14006, Neutrogena Visibly Clear ,CREAM,,,NEUTROGENA ,50ml,500,700,4
S B555555014,Ultra Sheer spf 100+,SUN BLOCK,,,NEUTROGENA ,141ml,650,950,2
FS9135,Neutrogena Face Scrub,FACE SCRUB,,,NEUTROGENA ,100g,430,550,2
LA G S050,Neutrogena Lotion(250),LOTION,,,NEUTROGENA ,250ml,460,600,2
LA G S129,Neutrogena Lotion(250,LOTION,,,NEUTROGENA ,250ml,450,600,1
FW9201,Neutrogena Face wash,Face Wash ,,,NEUTROGENA ,200ml,400,550,2
S B14063,Sun Block,SUN BLOCK,,,NEUTROGENA ,pcs,710,950,2
CCC14076,CC Cream,C C Cream,,,NEUTROGENA ,50ml,500,700,2
Cl9279,Deep Clean,Cleanser,,,NEUTROGENA ,200ml,690,900,2
FW14094,Neutrogena Face wash,Face Wash ,,,NEUTROGENA ,pcs,380,550,2
FW14132,Neutrogena Face wash,Face Wash ,,,NEUTROGENA ,pcs,385,550,2
Cl9526,Deep clinger,Cleanser,,,NEUTROGENA ,pcs,730,900,1
F9531,Oil Free Acne Wash,FACE ,,,NEUTROGENA ,pcs,700,900,1
FW9534,Deep clean Face Wash,Face Wash ,,,NEUTROGENA ,pcs,430,600,1
F9571,SpF 50+,FACE ,,,NEUTROGENA ,pcs,700,950,1
S B9686,Wet Skin (Sun Block),SUN BLOCK,,,NEUTROGENA ,pcs,450,700,1
F14153,Oil Free Acne Wash,FACE ,,,NEUTROGENA ,pcs,690,900,1
F14158,Neutrogina Facial Bar,FACE ,,,NEUTROGENA ,pcs,310,450,1
S9026,Dove Shampoo 480ml,SHAMPOO,,,DOVE,pcs,400,550,4
So9035,DOve Pink soap 135g,SOAP,,,DOVE,pcs,68,100,10
c9042,Dove Conditioner 160ml,Conditionar,,,DOVE,pcs,190,250,4
S9081,Dove Shampoo 480ml,SHAMPOO,,,DOVE,pcs,400,550,1
So9089,DOve Pink soap 135g,SOAP,,,DOVE,pcs,68,100,12
c9096,Dove Conditioner 160ml,Conditionar,,,DOVE,pcs,190,250,1
S555555004,Revival(750ml),SHAMPOO,,,DOVE,750ml,680,950,2
S555555015,Energize ,SHAMPOO,,,DOVE,355ml,360,500,2
S555555017,Thickening,SHAMPOO,,,DOVE,300ml,360,500,2
DM9120,DOVE DEO,Deo (Men),,,DOVE,pcs,280,380,2
S9126,DOVE Shower Gel,Shower Gel,,,DOVE,500ml,280,400,2
c9128,DOVE Conditioner,Conditionar,,,DOVE,350ml,290,400,1
S9145,DOVE Shampoo,SHAMPOO,,,DOVE,480ml,420,550,2
SA G S038,DOVE Shampoo(700),SHAMPOO,,,DOVE,700ml,590,750,2
SA G S039,DOVE Shampoo(480),SHAMPOO,,,DOVE,480ml,440,550,2
SA G S040,DOVE Shampoo(460),SHAMPOO,,,DOVE,460ml,470,600,2
SA G S041,DOVE Shampoo(400),SHAMPOO,,,DOVE,400ml,320,400,2
BWA G S061,Dove bODY Wash,Body Wash,,,DOVE,500ml,330,450,2
S555555053,DOVE Shampoo,SHAMPOO,,,DOVE,250ml,200,280,2
BWA G S125,Dove bODY Wash,Body Wash,,,DOVE,500ml,290,400,2
SET9148,DOVE SET,SET,,,DOVE,pcs,1400,1900,1
S Ge9172,DOVE Shave Gel,Shaving Gel,,,DOVE,pcs,440,600,2
S9185,DOVE Shampoo(480),SHAMPOO,,,DOVE,480ml,440,550,2
BW9187,Dove bODY Wash,Body Wash,,,DOVE,250ml,190,250,2
S9192,DOVE Shampoo 750,SHAMPOO,,,DOVE,750ml,650,900,2
BW9197,Dove bODY Wash,Body Wash,,,DOVE,500ml,290,400,2
DS9215,Dove Deo Stick,Deo stick,,,DOVE,pcs,280,400,2
DS9254,DOVE DEO,Deo stick,,,DOVE,pcs,150,200,2
So14032,Dove soap,SOAP,,,DOVE,pcs,70,100,2
c555555057,DOVE Conditioner,Conditionar,,,DOVE,355ml,370,500,2
BW555555062,Dove bODY Wash,Body Wash,,,DOVE,500ml,280,400,2
BS9298,Dove bODY Spray,BODY SPRAY,,,DOVE,150ml,160,250,2
BS9346,Dove bODY Spray,BODY SPRAY,,,DOVE,pcs,220,300,2
BS9356,dove Body Spray,BODY SPRAY,,,DOVE,pcs,160,220,2
So14129,Dove soap,SOAP,,,DOVE,pcs,115,150,2
S9364,Dove Shampoo700ml,SHAMPOO,,,DOVE,700ml,630,850,2
DS9368,Dove Deo Stick,Deo stick,,,DOVE,pcs,180,250,2
S9371,Dove Shampoo 750ml,SHAMPOO,,,DOVE,750ml,650,850,2
L9389,Dove lotion,LOTION,,,DOVE,400ml,325,450,2
L9398,Dove Lotion,LOTION,,,DOVE,500ml,480,650,2
So9435,DOVE soap,SOAP,,,DOVE,pcs,60,80,2
CR9437,Dove Beauti Cream,CREAM,,,DOVE,pcs,220,320,2
S9443,Dove Shampoo 480ml,SHAMPOO,,,DOVE,480ml,450,550,2
BW9451,Dove bODY Wash 500ml,Body Wash,,,DOVE,500ml,280,400,2
S555555083,Dove Shampoo,SHAMPOO,,,DOVE,700ml,620,850,1
S555555090,Dove Shampoo,SHAMPOO,,,DOVE,480ml,450,550,1
S555555092,Dove Shampoo,SHAMPOO,,,DOVE,355ml,360,450,1
HM/S  S  E038,HAir Serum,Hair  Care ,,,DOVE,125ml,280,500,1
S9491,Dove Shampoo 750ml,SHAMPOO,,,DOVE,750ml,620,850,1
S9494,Dove Shampoo,SHAMPOO,,,DOVE,700ml,620,850,1
S9497,Dove Shampoo,SHAMPOO,,,DOVE,480ml,450,550,1
S9505,Dove Shampoo,SHAMPOO,,,DOVE,pcs,320,450,2
BW9510,dove Body Wash,Body Wash,,,DOVE,pcs,180,230,1
S9522,Dove Shampoo,SHAMPOO,,,DOVE,pcs,200,280,1
c9524,Dove condisonar,Conditionar,,,DOVE,pcs,210,280,1
So9573,DOve Soap,SOAP,,,DOVE,pcs,75,100,1
So9575,Dove Soap,SOAP,,,DOVE,pcs,110,150,1
c9582,Dove conditioner,Conditionar,,,DOVE,pcs,290,450,1
DS9590,Dove Deo Stick,Deo stick,,,DOVE,pcs,290,380,1
DS9605,Dove Deo Stick,Deo stick,,,DOVE,pcs,180,250,1
DS9607,Dove Deo Stick,Deo stick,,,DOVE,pcs,150,200,1
S112233010,Dove Shampoo,SHAMPOO,,,DOVE,pcs,470,550,1
S9622,Dove Shampoo,SHAMPOO,,,DOVE,pcs,350,450,1
S9647,Dove Shampoo ,SHAMPOO,,,DOVE,pcs,660,750,1
c9650,Dove conditioner,Conditionar,,,DOVE,pcs,350,450,1
So9667,Dove Soap,SOAP,,,DOVE,pcs,75,100,1
S112233021,Dove Shampoo 480ml,SHAMPOO,,,DOVE,pcs,460,550,1
S9703,Dove Shampoo 480ml,SHAMPOO,,,DOVE,pcs,450,550,1
S9705,Dove Shampoo ,SHAMPOO,,,DOVE,pcs,350,450,1
S9720,Dove Shampoo,SHAMPOO,,,DOVE,pcs,190,260,1
So9729,DOve Soap,SOAP,,,DOVE,pcs,75,100,2
So9734,Dove Soap,SOAP,,,DOVE,pcs,115,150,1
H SP9028,Caring Hair Spray(NA),Hair Spray ,,,NA,pcs,195,260,4
S9030,Watsons Shampoo 400ml(NA),SHAMPOO,,,NA,pcs,375,500,4
NA9041,Watson Floss Picks (NA),NA ,,,NA,pcs,90,130,10
NA9043,Gohnson lotion Set (NA),NA ,,,NA,pcs,330,430,4
NA9053,Gohnson lotion Set (NA),NA ,,,NA,pcs,550,750,1
S9054,Marual Oil Shampoo (NA),SHAMPOO,,,NA,pcs,450,600,1
E D PA G S005,NA Stil Edp 100ml,E D P,,,NA,pcs,1900,2500,2
E D TA G S006,NA Encounter EDT 100ml,E D T,,,NA,pcs,2350,3200,2
CR12004,NA Pure Day Dream 200ml,CREAM,,,NA,pcs,750,1200,2
NA9083,Caring Hair Spray 220ml NA,NA ,,,NA,pcs,195,260,3
S9085,Watsons Shampoo 400ml NA,SHAMPOO,,,NA,pcs,375,500,4
NA9095,Watson Floss Picks (NA),NA ,,,NA,pcs,90,130,12
NA9097,Gohnson lotion Set (NA),NA ,,,NA,pcs,330,430,1
NA9107,Gohnson lotion Set (NA),NA ,,,NA,pcs,550,750,4
S9108,Marul Oil shampoo (NA),SHAMPOO,,,NA,pcs,450,600,1
T B13023,Lamsa Soft (NA),Tooth Brush ,,,NA,pcs,55,90,12
O9449,Navratna Oil,OIL,,,NA,300ml,290,400,2
H9557,NAIR Hair Remobar,Hair  Care ,,,NA,pcs,190,300,1
H9654,Nova Gold Hair Spray,Hair  Care ,,,NA,pcs,220,300,1
FW346546015,oil Control Face wash,Face Wash ,,,NA,pcs,450,600,1
L9044,Vaseline Lotion USA 400ml,LOTION,,,Vaseline,pcs,325,450,4
FW9138,VAseline Face Wash,Face Wash ,,,Vaseline,100g,270,380,2
B LA G S071,VAseline Body Lotion,BODY LOTION,,,Vaseline,600ml,580,750,2
B LA G S072,VAseline Body Lotion725,BODY LOTION,,,Vaseline,725ML,600,800,2
L9372,Vasline Body lotion,LOTION,,,Vaseline,600ml,580,800,2
V9409,Vasline ,Vaseline,,,Vaseline,pcs,275,380,2
V9428,Vasline,Vaseline,,,Vaseline,pcs,160,220,2
L9446,VAseline Lotion 100ml,LOTION,,,Vaseline,100ml,125,170,2
L9464,Vasline lotion,LOTION,,,Vaseline,600ml,540,750,1
L9499,Vasline lotion,LOTION,,,Vaseline,400ml,330,450,1
L9521,Vasline lotion 200ml,LOTION,,,Vaseline,200ml,220,300,1
V9525,Vasline Jelly,Vaseline,,,Vaseline,pcs,320,420,1
FW9532,Vasline Face wash,Face Wash ,,,Vaseline,pcs,290,400,1
L9628,Vasline lotion,LOTION,,,Vaseline,pcs,230,300,1
L9632,Vasline Lotion,LOTION,,,Vaseline,pcs,130,180,1
FW9634,Vasline MAn Face Wash,Face Wash ,,,Vaseline,pcs,270,380,1
L9696,Vasline Lotion 725,LOTION,,,Vaseline,pcs,620,800,1
B L9701,VAsline Lotion 600ml,BODY LOTION,,,Vaseline,pcs,570,750,1
L9710,VAsline Lotion 400ml,LOTION,,,Vaseline,pcs,340,450,1
L9718,VAsline Lotion 200ml,LOTION,,,Vaseline,pcs,220,300,1
L9031,Vaseline Lotion USA,LOTION,,,Vaseline,pcs,325,450,4
L9032,Vaseline lotion USA,LOTION,,,Vaseline,pcs,325,450,1
L9086,Vaseline Lotion USA,LOTION,,,Vaseline,pcs,325,450,1
L9098,Vaseline Lotion Men,LOTION,,,Vaseline,pcs,340,440,1
B LA G S126,VAseline Body Lotion,BODY LOTION,,,Vaseline,400ml,350,450,2
V9295,VAseline ,Vaseline,,,Vaseline,pcs,170,250,2
CR9361,Vasline ,CREAM,,,Vaseline,pcs,280,400,2
So9037,Fa Soap (NA),SOAP,,,FA,pcs,70,110,10
So9091,Fa Soap (NA),SOAP,,,FA,pcs,70,110,1
So9251,FA Soap,SOAP,,,FA,pcs,70,100,2
So14056,Fa Soap,SOAP,,,FA,pcs,70,110,2
So9348,FEM Sop,SOAP,,,FA,pcs,95,130,2
DS14135,FA Deo,Deo stick,,,FA,pcs,95,160,2
So9390,FA Soap,SOAP,,,FA,pcs,65,95,2
BS9407,FCUK body Spray,BODY SPRAY,,,FA,pcs,430,650,2
DS9415,FA Deo Stick,Deo stick,,,FA,pcs,95,160,2
M UAI016,Fit Me,Make -Up,,,FA,pcs,800,1100,1
P9516,Freeesia Powder,POWDER,,,FA,pcs,440,600,1
DS9593,FA Deo Stick,Deo stick,,,FA,pcs,90,160,1
So9594,Fiama Soap,SOAP,,,FA,pcs,105,130,2
S9615,Finesse,SHAMPOO,,,FA,pcs,680,900,1
So9635,FA Soap,SOAP,,,FA,pcs,70,100,1
O9039,Dabur Amla Oil 275g,OIL,,,Dabur,pcs,200,280,4
O9052,Dabur Amla Oil 180ml,OIL,,,Dabur,pcs,140,200,1
O9093,Dabur Amla Oil 275g,OIL,,,Dabur,pcs,200,280,1
O9106,Dabur Amla Oil 180ml,OIL,,,Dabur,pcs,140,200,2
F9337,Rose Water,FACE ,,,Dabur,pcs,80,120,2
O9570,AMla Oil,OIL,,,Dabur,pcs,190,250,1
HO9717,AMla Oil,Hair Oil,,,Dabur,pcs,190,280,1
L9040,Enchanteur Body lotion 550ml,LOTION,,,ENCHANTEUR,pcs,400,550,4
L9094,Enchanteur Body lotion 550ml,LOTION,,,ENCHANTEUR,pcs,400,550,1
BSPBL016,Charming,BODY SPRAY,,,ENCHANTEUR,150ml,188,235,2
BSPBL017,Parfumed Talc,BODY SPRAY,,,ENCHANTEUR,250g,224,280,2
PPBL018,Romantic Talc,POWDER,,,ENCHANTEUR,125g,116,145,2
PPBL023,Enchanteur Powder,POWDER,,,ENCHANTEUR,250g,224,280,2
LPBL024,Enchanteur Lotion,LOTION,,,ENCHANTEUR,250ml,268,335,2
LPBL025,Enchanteur Lotion400,LOTION,,,ENCHANTEUR,400ml,436,545,2
PPBL026,Enchanteur Powder,POWDER,,,ENCHANTEUR,125g,116,145,2
LPBL027,Enchanteur Lotion,LOTION,,,ENCHANTEUR,300ml,352,440,2
OPBL028,Enchanteur oil,OIL,,,ENCHANTEUR,200ml,172,215,2
P9352,Enchanteur Powder,POWDER,,,ENCHANTEUR,pcs,210,280,2
P9353,Enchanteur Powder,POWDER,,,ENCHANTEUR,pcs,120,145,2
DS9441,Enchanteur due Stick,Deo stick,,,ENCHANTEUR,pcs,135,190,2
L9445,Enchanteur Lotion,LOTION,,,ENCHANTEUR,500ml,400,550,1
LPBL037,lotion,LOTION,,,ENCHANTEUR,400ml,436,545,1
DS9597,enchantra Deo Stick,Deo stick,,,ENCHANTEUR,pcs,120,190,1
PPBL040,Enchanteur powder,POWDER,,,ENCHANTEUR,pcs,224,280,1
PPBL049,Enchanteur powder,POWDER,,,ENCHANTEUR,pcs,116,145,1
S G9045,Elizabeth Arden Shower Gel 500ml,Shower Gel,,,Elizabeth Arden,pcs,1000,1400,3
E D T12011,Elizabeth Arben Green Tea EDT 100ml,E D T,,,Elizabeth Arden,pcs,1150,1650,2
E D P12030,Elizabeth Arden Style 5th avenue EDP 125ml,E D P,,,Elizabeth Arden,pcs,1550,2500,2
E D P12031, Elizabeth Arden 5th Aenue EDP 125g,E D P,,,Elizabeth Arden,pcs,1500,2400,2
E D P12044, Elizabeth Arden Green Tea EDP 100ml,E D P,,,Elizabeth Arden,pcs,1120,1650,3
S G9099,Elizabeth Arden Shower Gel 500ml,Shower Gel,,,Elizabeth Arden,pcs,1000,1400,1
PERFUME12085,NYC,PERFUME,,,Elizabeth Arden,125ml,1600,2400,2
PERFUMEA G S230,Elizabeth Arden Red Door,PERFUME,,,Elizabeth Arden,100ml,2430,3500,1
PERFUME12126,GRen Tea,PERFUME,,,Elizabeth Arden,100ml,1130,1600,1
PERFUME325864010,Elizabeth Arden,PERFUME,,,Elizabeth Arden,100ml,1200,1600,1
PERFUME12151,Green Tea,PERFUME,,,Elizabeth Arden,pcs,1100,1600,1
PERFUME12153,Green Tea ,PERFUME,,,Elizabeth Arden,pcs,1250,1600,1
PERFUME12165,SUnflowers,PERFUME,,,Elizabeth Arden,pcs,1250,1600,1
So9049,Zest Soap (NA),SOAP,,,Zest,pcs,80,120,6
So9103,Zest Soap (NA),SOAP,,,Zest,pcs,80,120,4
So555555025,ZRST (soap),SOAP,,,Zest,pcs,75,100,2
BW14009,ZACT Body Wash,Body Wash,,,Zest,532ml,350,550,1
So9242,Zest Soap,SOAP,,,Zest,pcs,90,120,2
So14061,Zest Soap,SOAP,,,Zest,pcs,85,120,2
BA G S001,Clinique Happy for man 200ml,BODY,,,Clinique Happy ,pcs,750,1100,10
PERFUMEA G S084,CliniquePerfume,PERFUME,,,Clinique Happy ,100ml,3900,5000,1
BSA G S105,Clinique Happy Man,BODY SPRAY,,,Clinique Happy ,200ml,700,1050,2
BS9165,Clinique Happy Man,BODY SPRAY,,,Clinique Happy ,200ml,700,1050,1
BSA G S232,Clinique Happy Man,BODY SPRAY,,,Clinique Happy ,200ml,700,1000,1
S9702,Clinic Plus ,SHAMPOO,,,Clinique Happy ,pcs,290,400,1
E D PA G S002,Calvin Kkein Beauti Edp 100ml,E D P,,,CalvinKlein,pcs,2450,3400,2
E D PA G S003,Calvin Klein eternity moment EDp 100ml,E D P,,,CalvinKlein,pcs,2400,3200,2
BSA G S192,Obsession Body Spray,BODY SPRAY,,,CalvinKlein,pcs,1150,1550,1
